row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn,tenure
2476,418-02-5978,B,15787174,Female,37,Normal,512,0,1,Health and beauty,9,37.8405,84.09,794.6505,8,0,53
2477,284-54-4231,C,15689412,Female,32,Member,604,1,0,Sports and travel,1,4.0465,80.93,84.9765,9,0,69
2478,278-97-7759,A,15757632,Female,41,Member,496,1,0,Electronic accessories,1,3.124,62.48,65.604,4.7,0,3
2479,647-50-1224,A,15727944,Female,48,Normal,701,1,1,Fashion accessories,10,14.71,29.42,308.91,8.9,0,4
2480,448-61-3783,A,15653222,Female,32,Normal,526,1,1,Electronic accessories,8,36.008,90.02,756.168,4.5,0,56
2481,760-54-1821,B,15744044,Male,47,Normal,572,1,0,Home and lifestyle,9,6.1155,13.59,128.4255,5.8,1,59
2482,867-47-1948,C,15814004,Male,29,Normal,589,0,1,Home and lifestyle,10,7.9,15.8,165.9,7.8,0,61
2483,760-90-2357,A,15694376,Female,64,Member,705,0,0,Electronic accessories,6,22.353,74.51,469.413,5,1,2
2484,308-47-4913,A,15789371,Female,41,Member,593,1,1,Sports and travel,10,26.13,52.26,548.73,6.2,0,46
2485,449-16-6770,A,15603741,Male,40,Normal,719,1,1,Health and beauty,5,12.6975,50.79,266.6475,5.3,0,12
2486,133-14-7229,C,15734202,Female,52,Normal,660,1,0,Health and beauty,2,6.287,62.87,132.027,5,0,14
2487,372-62-5264,C,15588186,Male,45,Normal,520,1,0,Food and beverages,9,23.67,52.6,497.07,7.6,0,28
2488,533-66-5566,B,15641183,Male,25,Normal,731,1,0,Home and lifestyle,7,17.8745,51.07,375.3645,7,0,24
2489,354-39-5160,A,15698732,Male,51,Member,789,1,0,Home and lifestyle,6,10.326,34.42,216.846,9.8,0,31
2490,594-34-4444,A,15680243,Male,19,Normal,792,1,0,Electronic accessories,1,4.858,97.16,102.018,7.2,0,68
2491,181-94-6432,C,15750497,Female,37,Member,850,1,1,Fashion accessories,2,6.933,69.33,145.593,9.7,0,39
2492,525-09-8450,B,15582741,Female,35,Normal,693,1,0,Electronic accessories,10,36.065,72.13,757.365,4.2,1,42
2493,712-39-0363,A,15623730,Male,34,Member,792,0,1,Food and beverages,6,12.498,41.66,262.458,5.6,0,13
2494,565-17-3836,A,15742229,Male,59,Member,583,0,1,Health and beauty,4,9.534,47.67,200.214,9.1,0,6
2495,841-35-6630,C,15611058,Female,60,Normal,702,1,1,Electronic accessories,6,22.773,75.91,478.233,8.7,1,35
2496,597-78-7908,C,15656121,Male,31,Normal,733,0,0,Fashion accessories,3,13.533,90.22,284.193,6.2,0,38
2497,595-94-9924,A,15622017,Female,33,Member,773,1,1,Health and beauty,5,6.9325,27.73,145.5825,4.2,0,18
2498,779-42-2410,B,15649616,Male,60,Member,636,1,1,Food and beverages,3,8.661,57.74,181.881,7.7,1,4
2499,256-58-3609,C,15623647,Female,36,Member,655,1,0,Fashion accessories,1,4.599,91.98,96.579,9.8,0,27
2500,605-72-4132,C,15675585,Female,25,Normal,416,1,1,Food and beverages,8,37.788,94.47,793.548,9.1,0,41
2501,236-86-3015,C,15745624,Male,37,Member,828,1,0,Home and lifestyle,1,0.699,13.98,14.679,9.8,0,50
2502,692-27-8933,B,15647385,Male,56,Normal,579,0,0,Sports and travel,6,17.385,57.95,365.085,5.2,1,72
2503,438-01-4015,B,15700212,Female,46,Member,475,0,0,Sports and travel,4,9.898,49.49,207.858,6.6,1,70
2504,727-75-6477,C,15702442,Female,56,Normal,586,1,1,Electronic accessories,4,5.768,28.84,121.128,6.4,0,44
2505,834-61-8124,A,15650751,Female,30,Normal,585,1,1,Electronic accessories,7,18.0915,51.69,379.9215,5.5,0,2
2506,815-04-6282,C,15595221,Female,33,Member,850,1,0,Sports and travel,5,16.2425,64.97,341.0925,6.5,0,34
2507,608-05-3804,B,15643630,Male,55,Member,770,1,0,Electronic accessories,1,1.9875,39.75,41.7375,6.1,1,72
2508,565-91-4567,B,15642996,Female,42,Normal,546,1,0,Health and beauty,8,4.3,10.75,90.3,6.2,0,71
2509,888-02-0338,A,15752047,Male,33,Normal,689,1,0,Electronic accessories,9,11.8035,26.23,247.8735,5.9,0,64
2510,695-28-6250,A,15789548,Female,37,Normal,592,1,1,Sports and travel,5,10.765,43.06,226.065,7.7,0,72
2511,800-09-8606,A,15704250,Male,34,Member,506,0,0,Home and lifestyle,5,21.8425,87.37,458.6925,6.6,0,1
2512,408-66-6712,C,15752467,Male,34,Member,720,1,1,Health and beauty,6,14.313,47.71,300.573,4.4,0,29
2513,239-48-4278,A,15613140,Male,34,Member,565,1,1,Food and beverages,7,3.5455,10.13,74.4555,8.3,0,23
2514,840-76-5966,A,15589948,Male,28,Member,607,1,1,Sports and travel,2,1.276,12.76,26.796,7.8,0,52
2515,148-82-2527,C,15765461,Male,47,Member,632,1,0,Home and lifestyle,10,6.06,12.12,127.26,8.4,0,25
2516,197-77-7132,B,15664547,Male,37,Member,760,0,0,Electronic accessories,8,36.624,91.56,769.104,6,1,64
2517,718-57-9773,C,15580682,Female,40,Normal,652,1,1,Sports and travel,10,24.665,49.33,517.965,9.4,0,16
2518,354-39-5160,A,15583026,Female,38,Member,535,1,0,Home and lifestyle,6,10.326,34.42,216.846,9.8,0,1
2519,702-83-5291,C,15676869,Male,36,Member,657,0,1,Fashion accessories,9,44.919,99.82,943.299,6.6,0,24
2520,484-22-8230,C,15731760,Male,25,Member,681,0,1,Fashion accessories,7,18.1615,51.89,381.3915,4.5,0,2
2521,824-88-3614,C,15600992,Male,36,Normal,652,1,1,Health and beauty,8,13.724,34.31,288.204,5.7,0,34
2522,503-07-0930,C,15658670,Female,38,Member,669,1,0,Sports and travel,7,20.4365,58.39,429.1665,8.2,0,36
2523,451-28-5717,C,15591130,Female,29,Member,507,0,1,Home and lifestyle,6,24.951,83.17,523.971,7.3,0,53
2524,266-20-6657,C,15758050,Male,37,Member,622,1,0,Food and beverages,7,19.264,55.04,404.544,5.2,0,47
2525,549-59-1358,A,15625047,Female,38,Member,846,1,1,Sports and travel,3,13.2945,88.63,279.1845,6,0,72
2526,509-29-3912,A,15703117,Female,44,Member,565,0,1,Sports and travel,9,17.424,38.72,365.904,4.2,0,72
2527,339-18-7061,C,15742285,Male,62,Member,559,1,1,Fashion accessories,2,9.298,92.98,195.258,8,0,1
2528,610-46-4100,A,15630709,Female,31,Normal,619,0,0,Health and beauty,7,10.1325,28.95,212.7825,6,0,9
2529,767-05-1286,C,15694859,Female,28,Member,751,1,1,Home and lifestyle,6,25.131,83.77,527.751,5.4,0,8
2530,616-87-0016,B,15585282,Male,62,Normal,755,0,1,Fashion accessories,7,33.439,95.54,702.219,9.6,0,45
2531,296-11-7041,B,15667458,Male,28,Member,764,1,0,Health and beauty,1,1.3535,27.07,28.4235,5.3,0,7
2532,416-13-5917,C,15684484,Male,22,Normal,543,0,0,Food and beverages,5,24.2575,97.03,509.4075,9.3,0,71
2533,552-44-5977,B,15577170,Male,60,Member,532,0,1,Health and beauty,8,24.8,62,520.8,6.2,0,41
2534,232-11-3025,A,15680303,Male,57,Normal,594,1,0,Sports and travel,10,39.385,78.77,827.085,6.4,1,67
2535,120-06-4233,C,15804771,Male,51,Normal,614,1,1,Electronic accessories,6,9.183,30.61,192.843,9.3,0,69
2536,200-40-6154,B,15581626,Male,54,Member,664,1,1,Home and lifestyle,6,19.773,65.91,415.233,5.7,1,70
2537,883-69-1285,B,15591386,Female,35,Member,622,1,0,Fashion accessories,2,4.992,49.92,104.832,7,0,25
2538,472-15-9636,A,15648367,Female,29,Normal,600,1,1,Home and lifestyle,8,20.372,50.93,427.812,9.2,0,72
2539,217-58-1179,A,15622518,Female,26,Member,768,1,1,Home and lifestyle,4,12.53,62.65,263.13,4.2,1,34
2540,198-66-9832,B,15772777,Female,29,Member,850,1,1,Fashion accessories,2,7.204,72.04,151.284,9.5,0,65
2541,733-29-1227,C,15568885,Female,34,Normal,620,1,0,Home and lifestyle,7,19.4635,55.61,408.7335,8.5,0,70
2542,829-34-3910,A,15597914,Female,51,Normal,641,1,1,Health and beauty,10,35.69,71.38,749.49,5.7,1,72
2543,790-38-4466,C,15596074,Male,37,Normal,502,1,1,Health and beauty,5,2.7475,10.99,57.6975,9.3,0,35
2544,145-94-9061,B,15686345,Male,34,Normal,828,1,1,Food and beverages,5,22.09,88.36,463.89,9.6,0,13
2545,151-27-8496,C,15710527,Female,35,Normal,782,1,1,Electronic accessories,4,11.226,56.13,235.746,8.6,0,12
2546,263-12-5321,A,15784890,Female,32,Member,763,1,0,Electronic accessories,7,32.41,92.6,680.61,9.3,0,62
2547,453-33-6436,A,15576644,Female,29,Normal,687,1,0,Home and lifestyle,8,37.248,93.12,782.208,6.8,1,25
2548,642-32-2990,A,15572051,Male,40,Normal,721,1,1,Food and beverages,10,5.48,10.96,115.08,6,0,52
2549,305-89-2768,B,15636388,Female,23,Member,702,1,0,Home and lifestyle,3,3.285,21.9,68.985,4.7,0,8
2550,148-41-7930,C,15669501,Male,35,Normal,706,1,1,Health and beauty,7,34.986,99.96,734.706,6.1,0,2
2551,489-64-4354,C,15596671,Female,42,Normal,603,0,0,Fashion accessories,1,0.814,16.28,17.094,5,1,56
2552,355-34-6244,B,15693906,Female,24,Normal,645,1,1,Food and beverages,2,7.239,72.39,152.019,8.1,0,12
2553,731-14-2199,A,15774744,Male,33,Member,664,1,0,Home and lifestyle,10,17.77,35.54,373.17,7,0,47
2554,852-82-2749,A,15594084,Male,22,Normal,524,1,0,Sports and travel,4,12.918,64.59,271.278,9.3,0,2
2555,518-71-6847,B,15813894,Male,21,Member,620,0,0,Food and beverages,6,7.98,26.6,167.58,4.9,0,18
2556,222-42-0244,B,15660535,Female,47,Member,680,1,1,Health and beauty,9,32.4495,72.11,681.4395,7.7,0,8
2557,702-83-5291,C,15792008,Female,26,Member,555,0,1,Fashion accessories,9,44.919,99.82,943.299,6.6,0,45
2558,729-46-7422,C,15617507,Female,36,Normal,530,1,0,Food and beverages,1,1.7945,35.89,37.6845,7.9,0,3
2559,258-69-7810,C,15677141,Male,29,Normal,586,1,1,Fashion accessories,5,9.2125,36.85,193.4625,9.2,0,38
2560,725-96-3778,C,15754820,Male,35,Member,637,1,1,Home and lifestyle,8,35.7,89.25,749.7,4.7,0,72
2561,605-72-4132,C,15696674,Female,45,Normal,643,0,1,Food and beverages,8,37.788,94.47,793.548,9.1,1,46
2562,752-23-3760,B,15641994,Male,43,Member,667,1,0,Sports and travel,7,22.428,64.08,470.988,7.3,1,71
2563,500-02-2261,C,15799710,Male,37,Normal,739,0,1,Food and beverages,6,17.187,57.29,360.927,5.9,0,66
2564,642-32-2990,A,15759381,Male,61,Normal,617,1,1,Food and beverages,10,5.48,10.96,115.08,6,0,25
2565,390-17-5806,C,15603883,Male,36,Member,818,1,1,Food and beverages,1,1.921,38.42,40.341,8.6,0,18
2566,596-42-3999,B,15715345,Male,25,Normal,743,1,0,Food and beverages,7,6.377,18.22,133.917,6.6,0,13
2567,704-48-3927,A,15701392,Male,28,Member,815,0,1,Electronic accessories,10,44.335,88.67,931.035,7.3,0,65
2568,133-14-7229,C,15806249,Female,31,Normal,671,0,1,Health and beauty,2,6.287,62.87,132.027,5,0,60
2569,210-74-9613,C,15806210,Male,66,Normal,675,1,1,Fashion accessories,4,19.452,97.26,408.492,6.8,0,15
2570,426-39-2418,C,15724334,Male,22,Normal,529,1,0,Electronic accessories,7,21.4935,61.41,451.3635,9.8,0,72
2571,660-29-7083,C,15588560,Female,32,Normal,569,1,1,Electronic accessories,10,27.935,55.87,586.635,5.8,0,30
2572,605-03-2706,A,15572158,Male,41,Normal,604,0,0,Health and beauty,3,2.37,15.8,49.77,9.5,0,42
2573,372-26-1506,C,15691625,Female,41,Normal,537,1,0,Fashion accessories,5,5.955,23.82,125.055,5.4,0,71
2574,880-46-5796,A,15777046,Female,39,Member,580,1,0,Sports and travel,10,38.46,76.92,807.66,5.6,0,1
2575,122-61-9553,C,15669060,Male,74,Normal,662,1,0,Electronic accessories,9,23.094,51.32,484.974,5.6,0,39
2576,560-30-5617,B,15682528,Male,33,Normal,572,0,1,Sports and travel,5,6.1925,24.77,130.0425,8.5,0,35
2577,756-49-0168,A,15689598,Male,46,Member,722,1,1,Fashion accessories,1,0.985,19.7,20.685,9.5,1,53
2578,815-04-6282,C,15711572,Female,31,Member,705,1,0,Sports and travel,5,16.2425,64.97,341.0925,6.5,0,1
2579,246-11-3901,C,15644686,Female,34,Normal,729,1,1,Electronic accessories,10,16.4,32.8,344.4,6.2,0,31
2580,258-92-7466,A,15578977,Male,34,Normal,786,1,0,Health and beauty,5,8.92,35.68,187.32,6.6,0,48
2581,325-89-4209,A,15675328,Female,37,Member,449,1,0,Food and beverages,1,4.395,87.9,92.295,6.7,0,30
2582,701-23-5550,B,15690130,Female,32,Member,468,0,0,Home and lifestyle,4,7.762,38.81,163.002,4.9,0,10
2583,624-01-8356,B,15606274,Male,38,Normal,594,1,1,Home and lifestyle,10,24.505,49.01,514.605,4.2,0,12
2584,286-43-6208,C,15607884,Female,39,Normal,663,1,1,Food and beverages,9,39.51,87.8,829.71,9.2,0,57
2585,268-27-6179,B,15753639,Male,37,Member,608,0,0,Fashion accessories,8,22.588,56.47,474.348,7.3,0,58
2586,354-25-5821,B,15567328,Male,38,Member,738,0,1,Sports and travel,6,20.736,69.12,435.456,5.6,0,37
2587,397-25-8725,A,15713426,Male,30,Member,637,1,0,Health and beauty,9,17.829,39.62,374.409,6.8,1,44
2588,696-90-2548,A,15797733,Male,30,Normal,503,0,0,Sports and travel,3,3.876,25.84,81.396,6.6,0,27
2589,577-34-7579,C,15594928,Female,38,Member,798,1,0,Food and beverages,9,22.7205,50.49,477.1305,5.4,0,8
2590,447-15-7839,A,15673693,Female,26,Member,682,0,1,Sports and travel,10,11.12,22.24,233.52,4.2,0,3
2591,201-86-2184,B,15611579,Male,42,Member,801,1,1,Electronic accessories,7,9.191,26.26,193.011,9.9,0,25
2592,616-24-2851,B,15706729,Male,38,Member,662,0,1,Fashion accessories,4,3.574,17.87,75.054,6.5,0,57
2593,593-95-4461,C,15586523,Female,29,Member,720,1,1,Home and lifestyle,1,3.743,74.86,78.603,6.9,1,12
2594,162-65-8559,C,15735909,Female,39,Member,607,1,0,Food and beverages,1,3.449,68.98,72.429,4.8,1,62
2595,880-46-5796,A,15756150,Female,39,Member,418,0,0,Sports and travel,10,38.46,76.92,807.66,5.6,0,65
2596,766-85-7061,B,15738884,Male,41,Normal,642,1,0,Health and beauty,10,43.935,87.87,922.635,5.1,0,71
2597,731-59-7531,B,15595557,Male,22,Member,798,1,0,Health and beauty,8,29.028,72.57,609.588,4.6,0,21
2598,648-83-1321,A,15589348,Male,37,Member,850,1,1,Home and lifestyle,10,31.78,63.56,667.38,4.3,0,71
2599,698-98-5964,A,15789936,Female,33,Normal,663,1,0,Food and beverages,10,40.605,81.21,852.705,6.3,0,7
2600,866-70-2814,B,15648489,Male,53,Normal,487,1,1,Electronic accessories,10,26.395,52.79,554.295,10,1,72
2601,190-14-3147,B,15741921,Female,26,Normal,622,1,1,Health and beauty,4,3.594,17.97,75.474,6.4,0,1
2602,562-12-5430,A,15602124,Male,30,Member,731,1,1,Fashion accessories,3,13.2225,88.15,277.6725,7.9,0,72
2603,451-73-2711,C,15634501,Male,60,Normal,441,0,1,Food and beverages,1,4.2415,84.83,89.0715,8.8,0,64
2604,109-28-2512,B,15696834,Female,29,Member,530,0,0,Fashion accessories,6,29.283,97.61,614.943,9.9,0,72
2605,124-31-1458,A,15652999,Male,33,Member,742,1,1,Electronic accessories,3,11.9385,79.59,250.7085,6.6,0,29
2606,575-67-1508,A,15657139,Female,40,Normal,652,0,1,Electronic accessories,1,1.93,38.6,40.53,6.7,0,13
2607,518-17-2983,A,15727291,Female,40,Normal,821,1,0,Fashion accessories,4,9.726,48.63,204.246,7.6,0,31
2608,704-20-4138,C,15648005,Male,33,Member,672,1,1,Health and beauty,7,10.3845,29.67,218.0745,8.1,0,1
2609,273-84-2164,C,15605673,Female,29,Member,716,0,0,Electronic accessories,5,3.0125,12.05,63.2625,5.5,0,7
2610,733-33-4967,C,15651585,Male,35,Normal,661,1,1,Electronic accessories,8,8.34,20.85,175.14,6.3,0,61
2611,793-10-3222,B,15793196,Male,41,Member,759,0,1,Health and beauty,6,12.318,41.06,258.678,8.3,0,39
2612,389-25-3394,C,15616280,Male,46,Normal,536,1,0,Electronic accessories,5,2.9525,11.81,62.0025,9.4,0,10
2613,389-70-2397,C,15670427,Male,37,Normal,662,1,0,Health and beauty,5,20.915,83.66,439.215,7.2,0,14
2614,741-73-3559,B,15742028,Female,35,Normal,602,1,0,Sports and travel,5,16.8175,67.27,353.1675,6.9,0,1
2615,560-49-6611,A,15766066,Female,28,Member,668,0,0,Sports and travel,1,2.279,45.58,47.859,9.8,0,67
2616,226-31-3081,C,15592089,Female,43,Normal,788,1,1,Electronic accessories,5,3.82,15.28,80.22,9.6,0,72
2617,272-27-9238,C,15727408,Male,27,Normal,523,1,0,Food and beverages,4,8.248,41.24,173.208,7.1,0,6
2618,633-91-1052,A,15740160,Male,31,Normal,616,1,1,Home and lifestyle,2,1.203,12.03,25.263,5.1,0,1
2619,741-73-3559,B,15566735,Female,36,Normal,548,1,1,Sports and travel,5,16.8175,67.27,353.1675,6.9,0,25
2620,679-22-6530,B,15672357,Male,38,Normal,631,1,0,Sports and travel,2,4.062,40.62,85.302,4.1,0,33
2621,873-51-0671,A,15723884,Male,40,Member,758,0,0,Sports and travel,7,7.693,21.98,161.553,5.1,0,18
2622,326-71-2155,C,15737385,Female,46,Normal,800,1,0,Sports and travel,4,14.79,73.95,310.59,6.1,0,71
2623,695-51-0018,B,15607485,Female,29,Normal,692,0,0,Sports and travel,4,6.968,34.84,146.328,7.4,0,28
2624,154-74-7179,B,15700696,Male,31,Normal,738,1,1,Sports and travel,1,2.7225,54.45,57.1725,7.9,0,2
2625,827-26-2100,A,15764604,Female,35,Member,586,1,0,Home and lifestyle,9,15.228,33.84,319.788,8.8,1,17
2626,549-96-4200,C,15633274,Male,34,Member,679,1,0,Food and beverages,4,3.408,17.04,71.568,7,0,56
2627,606-80-4905,C,15593959,Male,28,Member,524,1,1,Sports and travel,6,5.745,19.15,120.645,6.8,0,60
2628,629-42-4133,C,15617432,Female,40,Normal,816,1,1,Health and beauty,8,8.72,21.8,183.12,8.3,0,33
2629,189-17-4241,A,15769412,Male,39,Normal,684,0,0,Fashion accessories,2,8.767,87.67,184.107,7.7,1,1
2630,133-77-3154,B,15632365,Male,33,Member,542,0,0,Fashion accessories,4,12.036,60.18,252.756,9.4,0,2
2631,715-20-1673,B,15772781,Female,51,Normal,703,1,1,Electronic accessories,5,7.095,28.38,148.995,9.4,1,63
2632,394-41-0748,C,15707138,Male,39,Member,679,1,1,Fashion accessories,9,24.3315,54.07,510.9615,9.5,0,7
2633,439-54-7422,A,15728333,Male,43,Normal,521,1,1,Electronic accessories,4,10.238,51.19,214.998,4.7,0,55
2634,152-03-4217,B,15752375,Male,33,Normal,645,0,0,Home and lifestyle,9,5.076,11.28,106.596,4.3,0,65
2635,225-98-1496,C,15727317,Female,49,Normal,533,1,0,Fashion accessories,3,4.053,27.02,85.113,7.1,1,1
2636,656-95-9349,A,15633612,Male,28,Member,696,1,1,Health and beauty,7,24.1255,68.93,506.6355,4.6,0,63
2637,652-43-6591,A,15683483,Male,38,Normal,812,1,1,Fashion accessories,8,38.916,97.29,817.236,6.2,0,70
2638,127-47-6963,A,15580579,Female,40,Normal,490,1,1,Health and beauty,4,10.342,51.71,217.182,9.8,1,36
2639,624-01-8356,B,15693814,Male,25,Normal,806,1,0,Home and lifestyle,10,24.505,49.01,514.605,4.2,0,52
2640,803-17-8013,A,15782159,Male,28,Member,850,1,1,Home and lifestyle,8,35.516,88.79,745.836,4.1,0,22
2641,701-69-8742,B,15677538,Male,38,Normal,569,1,1,Sports and travel,10,17.185,34.37,360.885,6.7,0,22
2642,278-86-2735,A,15664895,Female,25,Normal,602,1,1,Food and beverages,3,7.851,52.34,164.871,9.2,0,5
2643,505-02-0892,B,15581282,Female,39,Member,651,1,0,Health and beauty,8,17.028,42.57,357.588,5.6,0,47
2644,821-14-9046,B,15809178,Female,42,Member,569,1,0,Fashion accessories,6,5.244,17.48,110.124,6.1,1,33
2645,832-51-6761,A,15812611,Female,30,Normal,690,0,1,Food and beverages,8,13.552,33.88,284.592,9.6,0,18
2646,870-72-4431,C,15725945,Female,42,Normal,659,0,0,Health and beauty,6,29.757,99.19,624.897,5.5,1,1
2647,849-09-3807,A,15567399,Male,43,Member,633,1,1,Fashion accessories,7,30.919,88.34,649.299,6.6,0,56
2648,727-46-3608,B,15793949,Female,48,Member,726,1,0,Food and beverages,9,9.0045,20.01,189.0945,4.1,1,2
2649,239-36-3640,B,15806049,Female,49,Normal,714,1,0,Electronic accessories,6,13.605,45.35,285.705,6.1,0,35
2650,679-22-6530,B,15576185,Male,29,Normal,653,1,1,Sports and travel,2,4.062,40.62,85.302,4.1,0,64
2651,707-32-7409,B,15689980,Female,36,Member,725,0,0,Sports and travel,4,19.108,95.54,401.268,4.5,1,15
2652,766-85-7061,B,15738721,Male,41,Normal,773,0,1,Health and beauty,10,43.935,87.87,922.635,5.1,0,24
2653,152-08-9985,B,15787255,Female,55,Member,650,1,1,Health and beauty,9,28.962,64.36,608.202,8.6,1,1
2654,366-93-0948,A,15585928,Female,31,Member,821,1,1,Electronic accessories,1,3.3175,66.35,69.6675,9.7,0,70
2655,878-30-2331,C,15772941,Male,30,Member,666,0,1,Sports and travel,10,27.275,54.55,572.775,7.1,0,1
2656,784-21-9238,C,15673929,Male,64,Member,543,1,1,Sports and travel,1,0.5085,10.17,10.6785,5.9,0,4
2657,137-63-5492,C,15607577,Male,27,Normal,663,1,1,Electronic accessories,10,29.38,58.76,616.98,9,0,39
2658,667-92-0055,A,15750769,Male,35,Member,725,1,0,Health and beauty,6,29.949,99.83,628.929,8.5,0,29
2659,734-91-1155,B,15665087,Female,26,Normal,595,1,1,Electronic accessories,3,6.8565,45.71,143.9865,7.7,0,14
2660,182-52-7000,A,15699467,Female,41,Member,631,0,0,Sports and travel,4,5.408,27.04,113.568,6.9,0,61
2661,438-23-1242,B,15742798,Female,22,Normal,829,1,0,Electronic accessories,7,26.558,75.88,557.718,8.9,1,13
2662,272-27-9238,C,15663421,Male,28,Normal,527,1,0,Food and beverages,4,8.248,41.24,173.208,7.1,0,66
2663,794-42-3736,B,15580956,Female,43,Normal,683,1,1,Food and beverages,2,3.333,33.33,69.993,6.4,1,2
2664,877-22-3308,A,15690829,Male,49,Member,430,1,0,Health and beauty,10,7.935,15.87,166.635,5.8,1,59
2665,324-41-6833,C,15578878,Female,30,Member,569,1,1,Electronic accessories,8,12.08,30.2,253.68,5.1,0,62
2666,740-11-5257,C,15612615,Female,37,Normal,616,1,0,Electronic accessories,10,12.37,24.74,259.77,7.1,0,33
2667,462-67-9126,A,15666012,Male,40,Normal,603,1,1,Home and lifestyle,6,21.966,73.22,461.286,7.2,0,66
2668,333-73-7901,C,15657349,Female,50,Normal,803,0,0,Health and beauty,8,21.968,54.92,461.328,7.6,1,72
2669,374-38-5555,B,15627876,Female,47,Normal,719,1,0,Fashion accessories,5,15.9275,63.71,334.4775,8.5,1,1
2670,743-04-1105,B,15568849,Female,31,Member,540,1,1,Health and beauty,9,43.749,97.22,918.729,6,0,19
2671,729-09-9681,A,15709183,Female,58,Member,707,1,1,Home and lifestyle,6,7.773,25.91,163.233,8.7,0,51
2672,834-25-9262,C,15613085,Female,33,Normal,628,1,1,Fashion accessories,4,16.336,81.68,343.056,9.1,0,63
2673,658-66-3967,C,15738715,Female,37,Normal,600,1,0,Health and beauty,7,18.6165,53.19,390.9465,5,1,27
2674,875-46-5808,B,15774401,Male,51,Member,773,0,0,Health and beauty,10,12.95,25.9,271.95,8.7,1,22
2675,837-55-7229,B,15799384,Male,33,Normal,683,0,0,Fashion accessories,1,2.372,47.44,49.812,6.8,0,4
2676,134-75-2619,A,15662865,Male,36,Member,658,0,1,Electronic accessories,7,6.762,19.32,142.002,6.9,0,42
2677,390-31-6381,C,15731790,Female,38,Normal,697,1,1,Food and beverages,3,4.083,27.22,85.743,7.3,1,29
2678,743-04-1105,B,15626457,Male,31,Member,671,1,0,Health and beauty,9,43.749,97.22,918.729,6,0,4
2679,853-23-2453,B,15671243,Female,47,Member,558,1,0,Health and beauty,4,15.148,75.74,318.108,7.6,0,30
2680,325-90-8763,C,15748673,Female,37,Member,770,0,0,Electronic accessories,10,23.285,46.57,488.985,7.6,0,4
